repo_id,repo_name,organization,category,subcategory,popularity_tier,stars,forks,watchers,open_issues,closed_issues,open_pull_requests,merged_pull_requests,contributors_count,total_commits,primary_language,secondary_languages,framework_dependency,license_type,first_commit_date,last_commit_date,repo_age_days,is_actively_maintained,monthly_downloads,monthly_active_users,release_count,avg_issue_response_hours,code_size_kb,has_documentation,has_ci_cd,has_docker_support,has_unit_tests,has_changelog,has_arxiv_paper,has_live_demo,has_api,has_cli,has_gui,readme_quality,community_sentiment_score,package_manager,minimum_python_version,hardware_requirement,cloud_integration,repo_health_score
R00546,OIJ,research-lab-31,Natural Language Processing,Named Entity Recognition,niche,250,28,11,2,10,3,84,1,12,Python,Rust,PyTorch,Unlicense,2021-07-01,2023-01-02,550,False,1261,126,5,239.5,234,True,True,True,True,False,False,False,False,True,False,Average,0.81,pip,3.10+,CPU+GPU,Modal,42.7
R00547,RVR,startup-38,Reinforcement Learning,Game AI,moderate,2262,648,139,24,306,6,173,51,419,Rust,R|Go|Python,None/Custom,MIT,2017-08-19,2022-01-28,1623,False,3287,353,72,104.2,92,False,False,True,True,False,True,False,False,False,False,Good,0.525,source-only,N/A,CUDA GPU,GCP,43.9
R00548,nano-rl-box,THUDM,Computer Vision,Image Segmentation,niche,379,41,16,10,89,1,15,4,55,Julia,Rust,None/Custom,AGPL-3.0,2024-10-16,2025-01-16,92,False,3650,494,1,145.3,1330,False,False,True,False,True,False,False,False,True,False,Good,0.81,source-only,N/A,CPU,GCP,10.9
R00549,hyper-prompt-py,startup-5,Generative AI,VAEs,new,19,3,1,2,17,0,0,1,30,Python,Mojo|Lua|C,PyTorch,Custom,2015-03-16,2025-07-02,3761,False,9,48,47,287.3,186,False,True,False,False,False,False,False,True,True,False,Good,0.493,cargo,3.8+,AMD ROCm,Modal,34.1
R00550,MKUL,cohere-ai,MLOps & Infrastructure,Experiment Tracking,niche,189,57,8,1,13,0,0,1,10,Rust,Java|R|Mojo,TensorFlow,LGPL-3.0,2020-01-30,2022-04-09,800,False,655,30,11,67.2,102,False,False,True,False,False,False,True,True,False,False,Average,0.933,conda,N/A,Apple Silicon,AWS,18.0
R00551,mini-doc-box,cohere-ai,Data Engineering,Synthetic Data,niche,197,34,9,2,27,0,0,1,13,C,None,CUDA,BSD-3-Clause,2024-08-18,2024-11-10,84,False,396,14,0,283.8,1613,False,False,True,False,False,False,False,False,False,False,Excellent,0.86,source-only,N/A,Apple Silicon,Azure,9.8
R00552,dyna-train,research-lab-13,Generative AI,Code Generation,popular,13226,3958,170,113,444,39,576,168,2432,Python,Zig|Java,PyTorch,MIT,2024-07-20,2024-10-09,81,False,44495,5708,3,101.9,66,True,True,True,True,True,False,False,False,True,False,Poor,0.645,docker-only,3.12+,CPU+GPU,Together AI,70.2
R00553,auto-tune-ml,wandb,Reinforcement Learning,Environments & Simulators,new,47,9,0,8,65,5,109,3,30,Python,Rust|C++|Swift,PyTorch,Unlicense,2022-05-18,2024-04-29,712,False,101,13,14,89.3,188,True,True,True,False,False,True,False,True,False,False,Excellent,0.263,brew,3.8+,CPU+GPU,Multi-cloud,39.8
R00554,serve-spark,indie-dev-44,Generative AI,GANs,moderate,559,113,31,3,12,2,47,4,25,Python,Zig|Go|Swift,JAX,MIT,2015-01-22,2022-10-13,2821,False,758,78,13,213.4,242,True,False,True,False,False,False,False,False,True,False,Poor,1.0,docker-only,3.11+,CPU,Modal,29.3
R00555,auto-tune,startup-11,Graph & Geometric ML,Knowledge Graphs,niche,500,132,8,6,17,0,0,1,10,Python,Scala|C++|R,PyTorch,BSD-3-Clause,2017-11-02,2025-09-02,2861,True,753,58,69,7.7,72,True,True,True,True,False,False,False,True,True,False,Excellent,0.853,pip+conda,3.8+,Multi-GPU,GCP,68.5
R00556,ultra-guard-kit,startup-42,Large Language Models,Fine-tuning Tools,new,26,3,0,13,105,3,76,2,10,C++,None,TensorFlow,MIT,2019-02-19,2022-11-11,1361,False,45,40,11,86.0,83,True,True,True,False,False,True,False,True,True,True,Good,0.275,pip,N/A,CPU,Modal,37.4
R00557,GNDJ,indie-dev-11,Large Language Models,Prompt Engineering,moderate,1418,439,17,22,261,3,84,48,1528,TypeScript,Rust|Scala|Swift,PyTorch,GPL-3.0,2016-12-26,2021-11-05,1775,False,7483,423,19,141.9,359,True,False,True,False,False,True,False,False,True,False,Good,0.651,npm,N/A,CUDA GPU,GCP,41.1
R00558,uni-token-stack,prefecthq,Reinforcement Learning,Reward Modeling,moderate,1973,496,20,33,213,3,57,18,323,Python,Rust|C++,JAX,CC-BY-4.0,2018-01-18,2025-07-06,2726,False,10793,258,12,196.5,1037,True,True,False,False,False,False,False,False,False,False,Good,0.922,npm,3.8+,AMD ROCm,AWS,43.4
R00559,poly-gen-flow,huggingface,Graph & Geometric ML,Point Cloud Processing,moderate,2518,435,117,11,132,1,11,11,32,Python,None,None/Custom,Apache-2.0,2020-05-24,2021-07-24,426,False,10075,153,6,81.6,819,False,True,True,False,False,False,False,True,False,False,Good,0.579,source-only,3.10+,CPU,Modal,29.9
R00560,rl-forge,indie-dev-50,AI Safety & Interpretability,Fairness & Bias,niche,277,88,20,6,35,0,0,5,101,C++,Go,TensorFlow,MIT,2021-04-22,2021-06-24,63,False,207,30,3,330.3,475,True,True,False,True,False,False,False,True,True,False,Excellent,1.0,pip+conda,N/A,CPU,GCP,41.8
R00561,meta-grad-core,indie-dev-27,MLOps & Infrastructure,Model Serving,popular,15000,2625,945,92,377,50,1284,140,1370,Python,None,None/Custom,Apache-2.0,2017-08-27,2024-08-05,2535,False,30772,1956,41,373.4,227,True,True,True,True,True,False,False,True,False,False,Good,0.643,conda,3.10+,TPU,GCP,83.0
R00562,HSIAN,startup-12,Audio & Speech,Music Generation,new,26,3,1,0,0,5,64,1,10,Python,None,PyTorch,MIT,2020-01-27,2021-12-29,702,False,33,11,5,129.4,167,False,True,True,True,False,False,False,True,False,False,Excellent,0.496,source-only,3.9+,Multi-GPU,None,23.9
R00563,inferx,indie-dev-36,Large Language Models,Alignment & RLHF,moderate,1924,150,120,28,82,3,78,4,72,Python,Mojo|Kotlin|C++,PyTorch,MIT,2015-02-01,2017-02-01,731,False,21827,2053,3,228.0,255,True,True,False,False,True,False,False,False,False,False,Average,0.713,brew,3.10+,AMD ROCm,Azure,34.0
R00564,VSGON,startup-34,Large Language Models,Multimodal Models,viral,76932,16936,3749,540,7570,350,8573,197,2897,Python,Lua,None/Custom,LGPL-3.0,2023-11-30,2025-03-29,485,False,59964,7180,5,298.9,1457,True,True,False,True,True,False,False,True,True,False,Average,0.683,brew,3.8+,CPU+GPU,Replicate,73.1
R00565,XEBQF,startup-24,Generative AI,GANs,moderate,1672,482,65,9,123,3,61,7,67,Swift,C|Rust|TypeScript,JAX,MIT,2016-06-01,2019-03-13,1015,False,17244,1317,10,245.1,384,False,True,True,False,False,True,False,False,True,False,Average,0.569,npm,N/A,CPU,Modal,30.9
R00566,smart-rl,indie-dev-57,Computer Vision,Face Recognition,moderate,500,102,9,5,21,2,46,2,11,Python,None,PyTorch,AGPL-3.0,2016-11-05,2024-07-26,2820,False,497,52,21,52.2,2968,False,False,False,False,False,True,False,False,False,True,Average,0.523,brew,3.8+,TPU,Together AI,24.3
R00567,fast-opt-ai,indie-dev-20,Large Language Models,Model Merging,niche,253,60,7,4,18,1,9,1,26,TypeScript,Zig|Julia,PyTorch,MIT,2019-04-02,2020-08-15,501,False,156,8,4,106.7,1043,False,False,False,False,False,False,True,True,False,False,Average,0.626,pip+conda,N/A,Apple Silicon,Modal,11.8
R00568,quick-bench,ray-project,AI Safety & Interpretability,Explainability,moderate,1806,619,59,9,124,4,51,7,117,Python,Kotlin,PyTorch,Apache-2.0,2021-09-20,2022-01-28,130,False,19340,1660,0,192.3,4389,True,True,False,False,False,False,True,True,True,False,Average,0.78,npm,3.10+,Apple Silicon,Replicate,33.6
R00569,rapid-gpt,indie-dev-44,AI Safety & Interpretability,Explainability,new,19,3,0,13,161,4,78,1,14,Julia,Java|Zig|Python,None/Custom,AGPL-3.0,2017-05-01,2020-02-09,1014,False,177,20,8,273.4,763,False,False,False,True,True,False,False,False,True,False,Poor,0.155,pip,N/A,AMD ROCm,None,25.4
R00570,dyna-flow-box,startup-45,AI Safety & Interpretability,Red Teaming,moderate,791,102,61,5,73,2,10,3,58,Python,None,PyTorch,GPL-3.0,2017-10-16,2023-08-28,2142,False,2047,188,23,288.4,673,True,True,False,True,False,False,False,False,False,False,Good,0.634,pip,3.9+,Apple Silicon,Multi-cloud,56.2
R00571,trainstudio,pinecone-io,Generative AI,3D Generation,niche,327,97,4,2,12,0,0,1,10,R,Mojo|Python,Keras,MIT,2016-03-02,2019-09-21,1298,False,394,57,11,536.8,291,False,True,False,False,False,False,True,True,True,False,Good,0.879,npm,N/A,Multi-GPU,None,27.6
R00572,simple-prompt40,startup-40,Data Engineering,Synthetic Data,niche,136,44,9,1,10,4,34,1,10,Scala,Zig,PyTorch,MIT,2018-04-05,2024-02-04,2131,False,323,17,21,168.9,5678,True,False,False,False,False,False,True,False,False,False,Good,0.656,pip,N/A,Apple Silicon,None,34.5
R00573,vector-py68,indie-dev-20,Reinforcement Learning,Policy Optimization,new,23,7,1,12,165,5,54,2,17,Python,C++,PyTorch,GPL-3.0,2024-11-27,2025-02-27,92,False,52,33,1,225.1,4508,True,False,True,True,False,True,True,False,False,True,Average,0.194,pip+conda,3.8+,CUDA GPU,AWS,30.3
R00574,deep-lab,startup-14,Generative AI,3D Generation,niche,261,27,12,2,26,0,0,1,10,Python,None,Flax,AGPL-3.0,2018-09-03,2023-02-13,1624,False,342,36,23,182.1,260,False,True,True,False,False,True,False,False,True,False,Average,0.644,pip,3.12+,CPU+GPU,Multi-cloud,34.9
R00575,embedbase,startup-6,AI Safety & Interpretability,Adversarial Robustness,moderate,952,292,17,14,107,2,34,1,16,Python,None,TensorFlow,MIT,2018-03-07,2024-12-11,2471,False,2968,232,78,249.1,1190,False,True,False,False,True,True,False,True,True,False,Average,0.607,docker-only,3.8+,Apple Silicon,Multi-cloud,35.8
R00576,tune-stack,startup-34,AI Safety & Interpretability,Adversarial Robustness,new,23,3,0,4,54,3,86,2,36,Python,None,PyTorch,MIT,2015-04-19,2021-12-15,2432,False,220,13,70,135.1,3129,False,True,True,True,False,True,False,True,False,False,Excellent,0.651,pip,3.11+,AMD ROCm,Hugging Face,44.6
R00577,poly-embed,indie-dev-41,MLOps & Infrastructure,Hyperparameter Tuning,niche,248,46,19,6,72,1,24,1,14,R,None,JAX,MIT,2019-10-22,2024-10-08,1813,False,270,35,19,257.9,557,False,True,False,False,False,False,True,False,False,False,Average,0.736,pip,N/A,CPU+GPU,Replicate,34.1
R00578,safe-x,pinecone-io,Audio & Speech,Speaker Diarization,niche,409,87,5,4,33,3,27,2,82,TypeScript,Java|Python,Keras,Apache-2.0,2016-02-14,2018-03-03,748,False,572,21,12,131.2,76,True,False,False,False,False,False,False,False,False,False,Good,0.558,conda,N/A,CPU,Multi-cloud,28.9
R00579,neo-gen-ai,startup-19,Generative AI,3D Generation,new,28,7,0,9,114,1,22,1,13,Python,None,JAX,CC-BY-4.0,2017-03-05,2021-02-05,1433,False,72,8,7,113.3,675,True,True,False,False,True,True,False,False,True,False,Average,0.933,conda,3.12+,AMD ROCm,None,34.7
R00580,swift-flow-ai,research-lab-9,AI Safety & Interpretability,Adversarial Robustness,moderate,1122,318,77,8,110,6,84,11,123,Python,Scala|R|Kotlin,None/Custom,GPL-3.0,2024-01-20,2024-08-06,199,False,3387,250,4,66.7,142,True,False,True,False,False,False,False,False,False,False,Poor,0.808,source-only,3.9+,Apple Silicon,Replicate,25.7
R00581,EKS,nvidia,Computer Vision,OCR,new,29,3,1,9,73,4,119,3,25,Rust,None,PyTorch,MIT,2023-08-30,2025-02-22,542,False,73,12,3,328.1,98,True,False,False,True,False,False,False,False,False,True,Average,0.504,brew,N/A,CPU,Azure,31.5
R00582,modelcore,research-lab-24,Data Engineering,Data Labeling,niche,234,48,18,5,44,0,0,1,10,TypeScript,Go|C|Scala,PyTorch,BSD-3-Clause,2019-12-16,2021-12-27,742,False,987,28,6,204.6,3930,False,True,True,False,True,False,False,False,False,False,Poor,0.692,conda,N/A,TPU,Azure,24.0
R00583,NKARZ,research-lab-11,Large Language Models,Evaluation & Benchmarks,niche,265,41,7,2,12,1,11,3,70,Python,Julia|C++|C,TensorFlow,Apache-2.0,2023-07-23,2024-08-23,397,False,1085,36,19,101.7,1277,True,True,False,True,False,False,False,False,True,False,Average,0.59,conda,3.10+,AMD ROCm,None,53.7
R00584,chat-ops,indie-dev-1,Generative AI,GANs,new,39,7,1,8,44,5,40,4,64,Kotlin,None,Keras,MIT,2021-08-03,2023-05-31,666,False,17,48,24,229.0,195,True,True,False,False,False,False,True,True,False,False,Average,0.977,conda,N/A,CPU,Multi-cloud,43.9
R00585,ABCM,research-lab-16,Generative AI,Diffusion Models,niche,262,71,15,2,14,1,24,6,112,Python,None,PyTorch,BSD-3-Clause,2022-04-09,2023-12-01,601,False,381,51,7,180.1,245,True,True,True,False,True,False,False,True,True,False,Good,0.444,pip,3.10+,Apple Silicon,Modal,35.1
R00586,guardwave,deepseek-ai,Reinforcement Learning,Environments & Simulators,popular,6578,1439,286,120,1652,19,289,39,351,C,None,None/Custom,AGPL-3.0,2015-08-27,2023-09-29,2955,False,8645,613,78,131.3,53,True,True,True,True,False,False,True,False,False,False,Excellent,0.948,conda,N/A,CUDA GPU,None,71.4
R00587,flash-distill,tensorflow,Generative AI,VAEs,niche,336,27,23,3,39,0,0,1,12,Python,Java,TensorFlow,Proprietary,2017-03-10,2019-06-30,842,False,1171,114,7,239.9,1322,True,False,False,False,False,False,False,False,False,False,Excellent,0.829,pip+conda,3.8+,CUDA GPU,GCP,25.3
R00588,bench-rs,indie-dev-21,Generative AI,Creative AI,new,22,7,1,15,109,4,119,1,13,Rust,Go,PyTorch,MIT,2016-06-26,2021-10-23,1945,False,874,73,15,86.4,383,False,True,True,True,False,False,False,True,False,False,Missing,0.515,pip+conda,N/A,CPU,None,40.2
R00589,fast-tensor-core,startup-32,MLOps & Infrastructure,Pipeline Orchestration,moderate,1819,514,97,24,218,5,101,2,21,Python,Swift,None/Custom,Apache-2.0,2016-02-21,2020-09-08,1661,False,5155,191,26,107.6,131,False,False,True,False,False,False,False,False,False,True,Good,0.692,npm,3.11+,AMD ROCm,Together AI,27.8
R00590,uni-quant-spark,autogen-ai,Graph & Geometric ML,Molecular ML,moderate,2409,589,170,75,286,5,68,18,339,Java,TypeScript|Rust|C,PyTorch,BSD-3-Clause,2023-07-02,2024-10-10,466,False,9276,1299,3,49.6,139,True,True,True,False,False,True,False,False,False,False,Average,0.844,brew,N/A,CPU,Modal,36.8
R00591,flash-quant,indie-dev-72,MLOps & Infrastructure,AutoML,new,13,4,0,0,0,2,36,1,31,TypeScript,Rust,ONNX,MIT,2023-09-30,2024-03-28,180,False,199,8,0,202.2,96,True,True,False,True,False,False,False,False,False,False,Excellent,0.487,pip+conda,N/A,Apple Silicon,Azure,30.1
R00592,quick-flow,ibm-research,Computer Vision,Medical Imaging,niche,342,94,9,5,23,0,0,3,49,Python,Rust|C|Scala,JAX,BSD-3-Clause,2018-09-02,2025-02-12,2355,False,1296,82,24,300.8,1168,True,False,False,False,False,False,True,False,False,False,Missing,0.374,pip+conda,3.9+,Multi-GPU,None,34.2
R00593,UEJT,research-lab-16,Audio & Speech,Speaker Diarization,niche,500,95,6,2,4,1,11,2,54,Rust,None,PyTorch,Apache-2.0,2020-09-28,2023-12-05,1163,False,841,115,8,194.7,238,False,True,False,False,False,False,False,True,False,False,Good,0.787,npm,N/A,CUDA GPU,AWS,23.9
R00594,IMYC,startup-4,Graph & Geometric ML,Graph Neural Networks,niche,313,33,9,5,38,0,0,2,29,R,Kotlin|Java|Swift,PyTorch,GPL-3.0,2022-01-15,2025-10-15,1369,True,436,53,24,22.5,164,False,True,False,True,False,False,False,False,False,False,Average,0.752,pip,N/A,Multi-GPU,Replicate,59.7
R00595,tensor-studio,startup-46,Natural Language Processing,Question Answering,new,23,7,0,11,48,3,48,1,34,Python,None,None/Custom,GPL-3.0,2015-05-03,2022-11-09,2747,False,83,1,45,109.8,7087,False,True,False,True,False,False,False,True,False,False,Good,0.343,docker-only,3.10+,CUDA GPU,Azure,43.3
R00596,train-spark,research-lab-7,Generative AI,Creative AI,niche,314,42,23,3,40,0,0,2,15,TypeScript,None,PyTorch,Proprietary,2024-06-30,2024-12-14,167,False,186,13,2,86.0,132,False,False,False,True,False,False,False,False,True,False,Average,0.868,npm,N/A,TPU,Hugging Face,21.6
R00597,servecraft,research-lab-10,Large Language Models,Evaluation & Benchmarks,niche,236,55,8,0,0,0,0,1,10,Python,Java|C++|Go,Flax,Proprietary,2017-06-26,2025-05-10,2875,False,349,29,120,241.0,99,True,False,False,True,False,False,False,False,False,True,Good,0.672,docker-only,3.10+,TPU,Multi-cloud,35.6
R00598,ultra-doc,startup-44,Graph & Geometric ML,Graph Neural Networks,niche,271,62,13,1,11,1,13,1,19,Go,Swift,JAX,MIT,2022-07-29,2025-07-12,1079,False,735,49,6,171.9,1217,True,False,False,True,False,True,False,True,True,False,Excellent,0.8,source-only,N/A,CPU+GPU,Multi-cloud,34.3
R00599,ultra-flow,startup-46,Audio & Speech,Voice Cloning,niche,446,69,19,2,9,2,20,1,64,Python,None,JAX,MIT,2017-05-28,2022-03-11,1748,False,2916,111,19,233.6,1008,True,False,True,False,False,False,False,False,True,False,Average,0.756,npm,3.10+,CPU,Modal,33.4
R00600,labstack,indie-dev-74,Computer Vision,Medical Imaging,niche,333,25,8,6,22,0,0,4,41,Python,None,PyTorch,Apache-2.0,2020-04-20,2023-07-13,1179,False,368,21,10,70.5,644,True,True,False,False,False,True,False,True,True,False,Poor,0.872,pip,3.11+,TPU,Hugging Face,36.4
R00601,NZYOR,indie-dev-16,AI Safety & Interpretability,Adversarial Robustness,popular,7530,2505,595,184,1793,11,232,30,332,Python,None,JAX,Custom,2024-09-03,2024-12-27,115,False,14056,1780,1,197.1,3834,True,True,True,True,True,False,False,False,False,False,Average,0.77,conda,3.12+,Apple Silicon,GCP,57.9
R00602,embedai,startup-45,Large Language Models,Foundation Models,moderate,2266,405,101,16,224,4,105,15,144,Python,Go|Scala|R,Flax,MIT,2015-06-11,2016-01-02,205,False,1437,38,1,180.1,205,True,False,False,False,True,True,False,True,True,False,Average,0.799,npm,3.11+,Multi-GPU,GCP,26.1
R00603,nano-code-stack,indie-dev-38,Generative AI,Code Generation,niche,275,87,15,5,28,0,0,3,42,Python,None,None/Custom,Proprietary,2019-04-30,2024-11-28,2039,False,1077,144,5,289.0,511,True,False,False,False,False,False,False,True,False,False,Average,0.905,cargo,3.10+,Apple Silicon,GCP,23.1
R00604,ZFW,startup-8,Generative AI,Diffusion Models,moderate,2161,469,128,31,198,4,30,13,163,Go,C++|R|Python,ONNX,GPL-3.0,2016-07-01,2018-09-18,809,False,2723,396,2,169.1,838,True,False,False,False,False,False,False,False,True,False,Average,0.746,conda,N/A,TPU,Modal,25.8
R00605,flow-studio,indie-dev-22,AI Safety & Interpretability,Red Teaming,niche,214,28,15,1,14,1,14,1,10,Rust,Kotlin,PyTorch,GPL-3.0,2017-12-02,2022-01-27,1517,False,528,49,53,116.9,588,True,True,True,False,False,False,False,False,True,True,Excellent,0.706,npm,N/A,CPU+GPU,Modal,44.9
R00606,audio-core88,indie-dev-53,MLOps & Infrastructure,Data Versioning,new,23,1,1,5,19,0,0,2,11,Python,Scala|Mojo|Go,None/Custom,CC-BY-4.0,2023-10-30,2024-07-08,252,False,45,6,3,143.8,46,False,False,False,False,False,False,False,True,True,False,Average,0.771,cargo,3.12+,CUDA GPU,Hugging Face,10.4
R00607,INDP,startup-10,AI Safety & Interpretability,Watermarking,niche,324,75,12,2,4,1,21,1,10,Python,None,PyTorch,Proprietary,2024-11-23,2025-09-01,282,True,1209,157,13,21.0,438,False,True,True,False,False,False,False,True,False,False,Poor,0.863,npm,3.8+,TPU,Azure,42.2
R00608,audiolib,indie-dev-3,Natural Language Processing,Text Summarization,niche,185,27,2,1,9,3,80,1,22,TypeScript,None,None/Custom,MIT,2022-06-23,2025-10-15,1210,True,1825,238,9,9.0,326,False,False,True,False,False,False,True,True,False,False,Excellent,0.94,pip+conda,N/A,Apple Silicon,AWS,31.2
R00609,FBB,indie-dev-65,Reinforcement Learning,Policy Optimization,moderate,3000,429,97,13,35,4,28,37,1192,Java,Mojo|Scala|Swift,PyTorch,MIT,2021-10-20,2025-09-23,1434,True,18251,2418,29,19.1,916,False,False,False,False,True,False,False,True,False,False,Missing,0.989,pip,N/A,CPU+GPU,Multi-cloud,47.0
R00610,micro-doc,research-lab-25,MLOps & Infrastructure,AutoML,new,27,5,0,10,105,0,0,1,17,Python,Go,Flax,GPL-3.0,2015-12-02,2025-02-18,3366,False,26,5,34,222.6,1275,True,True,False,False,False,False,False,True,True,False,Average,0.265,cargo,3.12+,Multi-GPU,AWS,44.3
R00611,ASN,weaviate,AI Safety & Interpretability,Explainability,niche,364,98,15,5,48,0,0,1,43,Python,None,PyTorch,MIT,2022-09-14,2025-08-02,1053,True,2579,102,18,32.7,1919,True,True,True,True,False,False,False,False,False,True,Average,0.955,conda,3.8+,Multi-GPU,GCP,68.4
R00612,tunehub,databricks,Large Language Models,Inference Engines,new,38,5,2,1,9,3,54,1,10,Python,C|Zig|Swift,TinyGrad,MIT,2016-05-10,2023-05-13,2559,False,270,7,46,72.3,1422,False,False,True,False,False,True,False,False,False,False,Poor,0.565,conda,3.12+,CPU+GPU,Azure,24.2
R00613,hyper-data-x,startup-22,Reinforcement Learning,Game AI,niche,297,75,22,2,28,1,14,1,20,Python,Mojo|Rust,JAX,Apache-2.0,2021-04-06,2025-03-04,1428,False,1090,156,27,165.1,8344,True,False,False,True,False,True,False,False,True,False,Average,0.51,cargo,3.8+,CPU+GPU,Hugging Face,45.0
R00614,poly-data30,eleutherai,AI Safety & Interpretability,Explainability,moderate,2910,159,84,45,642,2,56,13,324,Python,C|Java,TensorFlow,AGPL-3.0,2018-02-02,2020-04-23,811,False,16526,1959,13,401.9,639,True,False,True,True,False,False,True,False,True,True,Average,0.781,brew,3.9+,TPU,None,46.2
R00615,hyper-opt,indie-dev-53,Graph & Geometric ML,Graph Neural Networks,moderate,996,99,11,5,62,2,18,1,18,R,Python|Java|TypeScript,PyTorch,LGPL-3.0,2023-01-23,2025-03-01,768,False,3459,382,9,143.9,697,False,False,True,True,False,False,False,False,True,False,Poor,0.768,cargo,N/A,CPU,AWS,28.1
R00616,open-lab,indie-dev-67,Audio & Speech,Audio Classification,popular,9435,1978,271,156,404,21,319,8,104,C++,Scala|Rust,TensorFlow,GPL-3.0,2021-04-30,2025-09-19,1603,True,4317,208,15,28.3,2946,True,True,True,True,False,False,False,True,False,False,Excellent,0.498,pip,N/A,CPU,GCP,83.1
R00617,BGA,crewai-inc,Data Engineering,ETL for ML,niche,380,82,15,4,49,0,0,1,19,Python,None,PyTorch,MIT,2016-02-16,2021-03-31,1870,False,868,46,28,261.0,1051,False,True,False,False,False,False,True,True,False,False,Average,0.664,cargo,3.8+,TPU,Together AI,35.1
R00618,smart-guard,llamaindex,Computer Vision,Video Analysis,niche,471,38,30,5,52,0,0,1,10,Python,None,Keras,MIT,2020-03-07,2022-10-31,968,False,2520,178,12,279.2,532,False,False,False,True,False,True,False,True,False,False,Poor,0.837,brew,3.10+,Multi-GPU,Replicate,29.2
R00619,optcpp,qdrant,AI Safety & Interpretability,Explainability,niche,500,55,17,7,50,1,24,1,23,Python,Zig|Mojo|Go,ONNX,MIT,2016-05-08,2022-09-22,2328,False,1263,63,12,303.6,117,False,False,False,False,False,False,True,True,True,False,Excellent,0.754,pip,3.11+,CPU+GPU,AWS,18.9
R00620,micro-tune,prefecthq,Data Engineering,Data Cleaning,moderate,1972,681,125,81,527,4,56,16,192,Rust,Zig,PyTorch,Apache-2.0,2018-06-26,2022-04-09,1383,False,4489,306,26,129.9,2257,True,True,False,True,False,False,False,False,False,False,Average,0.898,docker-only,N/A,Multi-GPU,AWS,59.2
R00621,mini-audio-forge,indie-dev-5,Large Language Models,Foundation Models,moderate,2546,709,84,26,122,3,78,8,78,Python,None,PyTorch,LGPL-3.0,2021-11-05,2025-05-04,1276,False,7414,819,17,180.6,553,False,False,False,False,False,False,False,True,False,False,Poor,0.823,docker-only,3.12+,TPU,GCP,26.9
R00622,prompthub,indie-dev-64,Large Language Models,Quantization,niche,279,16,16,5,74,1,12,1,43,Python,Go,Keras,AGPL-3.0,2018-03-20,2018-11-06,231,False,437,43,3,97.8,929,True,True,False,False,False,True,False,True,False,False,Excellent,0.533,npm,3.10+,CPU+GPU,Replicate,32.3
R00623,bert-py,indie-dev-71,AI Safety & Interpretability,Explainability,popular,12065,1787,532,40,472,16,89,40,1484,Python,R,ONNX,MIT,2020-03-02,2022-03-04,732,False,74330,4736,5,208.8,330,True,True,True,False,False,False,False,True,False,False,Average,0.738,brew,3.12+,AMD ROCm,Azure,57.0
R00624,deep-guard,indie-dev-68,Natural Language Processing,RAG Frameworks,new,21,5,0,9,64,5,120,1,10,Python,None,Flax,Custom,2022-01-07,2025-05-24,1233,False,57,25,22,154.7,3900,False,True,True,False,False,False,False,False,False,False,Good,0.371,brew,3.10+,AMD ROCm,AWS,33.9
R00625,BZA,ray-project,Reinforcement Learning,Policy Optimization,new,21,6,1,10,44,3,53,1,17,C++,None,PyTorch,MIT,2019-09-12,2025-02-04,1972,False,26,36,23,285.1,59,True,False,True,False,True,True,False,False,False,False,Average,0.44,npm,N/A,TPU,Modal,33.3
R00626,gradspark,research-lab-22,AI Safety & Interpretability,Watermarking,moderate,1696,301,39,49,321,5,94,9,123,Python,C++|Julia|Mojo,None/Custom,Apache-2.0,2015-07-24,2018-08-21,1124,False,3455,381,11,199.0,460,True,True,False,False,True,False,False,False,False,False,Good,0.68,pip+conda,3.11+,CPU,Azure,41.2
R00627,meta-gpt-wave,research-lab-23,Data Engineering,Dataset Management,new,17,2,0,12,163,3,65,1,41,Python,None,TinyGrad,Apache-2.0,2018-03-05,2025-02-03,2527,False,32,17,21,119.4,585,True,True,True,True,False,True,True,False,False,False,Poor,0.329,npm,3.10+,TPU,AWS,54.4
R00628,ZYHIR,research-lab-38,Data Engineering,ETL for ML,popular,7596,1021,397,122,660,10,226,20,421,Rust,None,PyTorch,MIT,2020-08-17,2021-12-26,496,False,3240,298,1,222.1,486,True,False,False,True,True,False,False,True,True,False,Poor,0.679,cargo,N/A,AMD ROCm,Hugging Face,46.4
R00629,FGWND,indie-dev-61,MLOps & Infrastructure,Data Versioning,moderate,1118,201,26,12,27,2,13,9,73,Kotlin,Python,MLX,Apache-2.0,2023-01-26,2024-04-17,447,False,1583,39,7,34.9,904,False,True,False,False,False,False,False,False,False,False,Average,0.923,source-only,N/A,TPU,AWS,25.3
R00630,omni-diff54,indie-dev-60,Data Engineering,Data Labeling,niche,332,76,16,4,31,0,0,1,13,Python,None,None/Custom,AGPL-3.0,2023-06-22,2025-08-18,788,True,1665,89,7,30.1,70,True,True,False,False,False,False,False,False,False,False,Average,0.487,conda,3.10+,CPU,Modal,49.9
R00631,smart-distill-hub,research-lab-19,MLOps & Infrastructure,Model Monitoring,moderate,2562,407,196,21,149,9,75,10,174,Rust,None,JAX,GPL-3.0,2017-01-26,2021-07-29,1645,False,11720,298,20,179.9,2774,False,False,True,False,False,False,False,False,False,False,Poor,0.791,source-only,N/A,CPU,Hugging Face,29.9
